id,prompt,difficulty,category
312,Can you explain what a test fixture is and show me how to set one up in Mocha for testing with sample data?,simple,testing & QA
313,My component has a timeout in it that's making my tests slow. How do I use fake timers in Jest to speed up my test suite?,simple,testing & QA
314,"What's the difference between spy, stub, and mock in testing? I keep seeing these terms and I'm confused.",simple,testing & QA
315,How do I test a function that makes multiple API calls and has complex branching logic? Where should I start?,simple,testing & QA
316,Can you show me how to write a snapshot test in Jest and explain when you'd actually want to use one?,simple,testing & QA
317,I'm trying to test a form submission but I'm not sure how to simulate user input and check if the right API call was made. Help?,simple,testing & QA
318,"What's the purpose of a setup and teardown function in tests, and how do I implement them in my test file?",simple,testing & QA
319,Can you help me understand why this test for a redux reducer is failing? I'm not sure if I'm dispatching the action correctly.,simple,testing & QA
320,I wrote a test for my sorting function but it's not catching a bug where negative numbers aren't sorted correctly. How do I add more test cases to make it more robust?,simple,testing & QA
321,How do I test a function that modifies global state? I want to make sure my tests don't interfere with each other.,simple,testing & QA
322,Can you help me write a test that verifies my function handles null or undefined inputs gracefully without crashing?,simple,testing & QA
323,I'm struggling to test an event listener. How do I simulate a click or key press event and verify it triggered the right callback?,simple,testing & QA
324,What's the easiest way to test a function that uses environment variables? My API key changes between test and production.,simple,testing & QA
325,Can you explain what mocking is and show me a simple example of mocking a function call in a test?,simple,testing & QA
326,How do I run a single test file instead of my whole test suite to speed up development?,simple,testing & QA
327,I need to test a loop that processes an array. How do I make sure my test covers both empty arrays and arrays with multiple items?,simple,testing & QA
328,Can you help me write a basic performance test that checks if my function runs in under 100 milliseconds?,simple,testing & QA
329,What does it mean when a test is flaky? One of my tests fails randomly and I don't know how to fix it.,simple,testing & QA
